Name,Date,Open,High,Low,Close,Volume
IPO084,20130809,100.00,100.00,100.00,100.00,0
IPO084,20130812,100.00,100.00,100.00,100.00,0
IPO084,20130813,100.00,100.00,100.00,100.00,0
IPO084,20130814,100.00,100.00,100.00,100.00,0
IPO084,20130816,102.98,102.98,102.98,102.98,0
IPO084,20130819,103.84,103.84,103.84,103.84,0
IPO084,20130820,105.09,105.09,105.09,105.09,0
IPO084,20130821,104.88,104.88,104.88,104.88,0
IPO084,20130822,103.56,103.56,103.56,103.56,0
IPO084,20130823,103.36,103.36,103.36,103.36,0
IPO084,20130826,103.50,103.50,103.50,103.50,0
IPO084,20130827,106.47,106.47,106.47,106.47,0
IPO084,20130828,106.12,106.12,106.12,106.12,0
IPO084,20130829,105.73,105.73,105.73,105.73,0
IPO084,20130830,105.33,105.33,105.33,105.33,0
IPO084,20130902,104.59,104.59,104.59,104.59,0
IPO084,20130903,105.44,105.44,105.44,105.44,0
IPO084,20130904,108.52,108.52,108.52,108.52,0
IPO084,20130905,113.67,113.67,113.67,113.67,0
IPO084,20130906,110.94,110.94,110.94,110.94,0
IPO084,20130909,109.37,109.37,109.37,109.37,0
IPO084,20130910,105.97,105.97,105.97,105.97,0
IPO084,20130911,104.71,104.71,104.71,104.71,0
IPO084,20130912,103.84,103.84,103.84,103.84,0
IPO084,20130913,104.66,104.66,104.66,104.66,0
IPO084,20130916,105.72,105.72,105.72,105.72,0
IPO084,20130917,104.63,104.63,104.63,104.63,0
IPO084,20130918,104.90,104.90,104.90,104.90,0
IPO084,20130919,102.50,102.50,102.50,102.50,0
IPO084,20130920,102.07,102.07,102.07,102.07,0
IPO084,20130923,103.35,103.35,103.35,103.35,0
IPO084,20130924,102.96,102.96,102.96,102.96,0
IPO084,20130925,101.67,101.67,101.67,101.67,0
IPO084,20130926,100.44,100.44,100.44,100.44,0
IPO084,20130927,101.04,101.04,101.04,101.04,0
IPO084,20130930,103.66,103.66,103.66,103.66,0
IPO084,20131001,101.67,101.67,101.67,101.67,0
IPO084,20131002,101.55,101.55,101.55,101.55,0
IPO084,20131003,101.82,101.82,101.82,101.82,0
IPO084,20131004,102.76,102.76,102.76,102.76,0
IPO084,20131007,103.57,103.57,103.57,103.57,0
IPO084,20131008,104.00,104.00,104.00,104.00,0
IPO084,20131009,103.12,103.12,103.12,103.12,0
IPO084,20131010,98.36,98.36,98.36,98.36,0
IPO084,20131011,97.66,97.66,97.66,97.66,0
IPO084,20131014,97.24,97.24,97.24,97.24,0
IPO084,20131015,97.38,97.38,97.38,97.38,0
IPO084,20131016,97.21,97.21,97.21,97.21,0
IPO084,20131017,98.38,98.38,98.38,98.38,0
IPO084,20131018,97.92,97.92,97.92,97.92,0
IPO084,20131021,94.91,94.91,94.91,94.91,0
IPO084,20131022,95.56,95.56,95.56,95.56,0
IPO084,20131023,96.34,96.34,96.34,96.34,0
IPO084,20131024,95.37,95.37,95.37,95.37,0
IPO084,20131025,95.78,95.78,95.78,95.78,0
IPO084,20131028,95.04,95.04,95.04,95.04,0
IPO084,20131029,94.26,94.26,94.26,94.26,0
IPO084,20131030,95.48,95.48,95.48,95.48,0
IPO084,20131031,96.04,96.04,96.04,96.04,0
IPO084,20131104,95.72,95.72,95.72,95.72,0
IPO084,20131105,96.58,96.58,96.58,96.58,0
IPO084,20131106,95.64,95.64,95.64,95.64,0
IPO084,20131107,96.09,96.09,96.09,96.09,0
IPO084,20131108,96.62,96.62,96.62,96.62,0
IPO084,20131112,97.13,97.13,97.13,97.13,0
IPO084,20131113,98.49,98.49,98.49,98.49,0
IPO084,20131114,97.01,97.01,97.01,97.01,0
IPO084,20131115,94.99,94.99,94.99,94.99,0
IPO084,20131118,91.63,91.63,91.63,91.63,0
IPO084,20131119,92.26,92.26,92.26,92.26,0
IPO084,20131120,92.97,92.97,92.97,92.97,0
IPO084,20131121,93.15,93.15,93.15,93.15,0
IPO084,20131122,92.95,92.95,92.95,92.95,0
IPO084,20131125,92.59,92.59,92.59,92.59,0
IPO084,20131126,93.94,93.94,93.94,93.94,0
IPO084,20131127,93.07,93.07,93.07,93.07,0
IPO084,20131128,93.84,93.84,93.84,93.84,0
IPO084,20131129,92.98,92.98,92.98,92.98,0
IPO084,20131202,94.99,94.99,94.99,94.99,0
IPO084,20131203,96.60,96.60,96.60,96.60,0
IPO084,20131204,97.39,97.39,97.39,97.39,0
IPO084,20131205,97.73,97.73,97.73,97.73,0
IPO084,20131206,97.82,97.82,97.82,97.82,0
IPO084,20131209,98.06,98.06,98.06,98.06,0
IPO084,20131210,98.13,98.13,98.13,98.13,0
IPO084,20131211,98.54,98.54,98.54,98.54,0
IPO084,20131212,99.43,99.43,99.43,99.43,0
IPO084,20131213,99.79,99.79,99.79,99.79,0
IPO084,20131216,99.75,99.75,99.75,99.75,0
IPO084,20131217,100.55,100.55,100.55,100.55,0
IPO084,20131218,100.85,100.85,100.85,100.85,0
IPO084,20131219,101.53,101.53,101.53,101.53,0
IPO084,20131220,100.88,100.88,100.88,100.88,0
IPO084,20131223,100.52,100.52,100.52,100.52,0
IPO084,20131227,100.97,100.97,100.97,100.97,0
IPO084,20131230,101.03,101.03,101.03,101.03,0
IPO084,20140102,100.34,100.34,100.34,100.34,0
IPO084,20140103,100.96,100.96,100.96,100.96,0
IPO084,20140107,102.25,102.25,102.25,102.25,0
IPO084,20140108,102.06,102.06,102.06,102.06,0
IPO084,20140109,103.15,103.15,103.15,103.15,0
IPO084,20140110,103.06,103.06,103.06,103.06,0
IPO084,20140113,101.28,101.28,101.28,101.28,0
IPO084,20140114,100.20,100.20,100.20,100.20,0
IPO084,20140115,100.04,100.04,100.04,100.04,0
IPO084,20140116,99.84,99.84,99.84,99.84,0
IPO084,20140117,100.84,100.84,100.84,100.84,0
IPO084,20140120,100.65,100.65,100.65,100.65,0
IPO084,20140121,99.38,99.38,99.38,99.38,0
IPO084,20140122,98.67,98.67,98.67,98.67,0
IPO084,20140123,99.61,99.61,99.61,99.61,0
IPO084,20140124,102.16,102.16,102.16,102.16,0
IPO084,20140127,103.38,103.38,103.38,103.38,0
IPO084,20140128,102.49,102.49,102.49,102.49,0
IPO084,20140129,103.52,103.52,103.52,103.52,0
IPO084,20140130,102.39,102.39,102.39,102.39,0
IPO084,20140131,101.89,101.89,101.89,101.89,0
IPO084,20140203,101.00,101.00,101.00,101.00,0
IPO084,20140204,101.26,101.26,101.26,101.26,0
IPO084,20140205,101.70,101.70,101.70,101.70,0
IPO084,20140206,99.84,99.84,99.84,99.84,0
IPO084,20140207,99.51,99.51,99.51,99.51,0
IPO084,20140210,100.08,100.08,100.08,100.08,0
IPO084,20140211,98.63,98.63,98.63,98.63,0
IPO084,20140212,96.93,96.93,96.93,96.93,0
IPO084,20140213,96.55,96.55,96.55,96.55,0
IPO084,20140214,96.75,96.75,96.75,96.75,0
IPO084,20140217,96.94,96.94,96.94,96.94,0
IPO084,20140218,97.22,97.22,97.22,97.22,0
IPO084,20140219,96.66,96.66,96.66,96.66,0
IPO084,20140220,97.40,97.40,97.40,97.40,0
IPO084,20140221,96.48,96.48,96.48,96.48,0
IPO084,20140224,94.64,94.64,94.64,94.64,0
IPO084,20140225,95.32,95.32,95.32,95.32,0
IPO084,20140226,97.07,97.07,97.07,97.07,0
IPO084,20140227,97.36,97.36,97.36,97.36,0
IPO084,20140228,94.89,94.89,94.89,94.89,0
IPO084,20140303,101.27,101.27,101.27,101.27,0
IPO084,20140304,99.14,99.14,99.14,99.14,0
IPO084,20140305,98.84,98.84,98.84,98.84,0
IPO084,20140306,98.32,98.32,98.32,98.32,0
IPO084,20140307,98.95,98.95,98.95,98.95,0
IPO084,20140310,100.36,100.36,100.36,100.36,0
IPO084,20140311,100.06,100.06,100.06,100.06,0
IPO084,20140312,101.58,101.58,101.58,101.58,0
IPO084,20140313,102.63,102.63,102.63,102.63,0
IPO084,20140314,102.44,102.44,102.44,102.44,0
IPO084,20140317,100.76,100.76,100.76,100.76,0
IPO084,20140318,101.13,101.13,101.13,101.13,0
IPO084,20140319,101.87,101.87,101.87,101.87,0
IPO084,20140320,101.00,101.00,101.00,101.00,0
IPO084,20140321,101.41,101.41,101.41,101.41,0
IPO084,20140324,101.66,101.66,101.66,101.66,0
IPO084,20140325,100.01,100.01,100.01,100.01,0
IPO084,20140326,99.45,99.45,99.45,99.45,0
IPO084,20140327,99.22,99.22,99.22,99.22,0
IPO084,20140328,99.01,99.01,99.01,99.01,0
IPO084,20140331,97.94,97.94,97.94,97.94,0
IPO084,20140401,98.08,98.08,98.08,98.08,0
IPO084,20140402,97.57,97.57,97.57,97.57,0
IPO084,20140403,98.76,98.76,98.76,98.76,0
IPO084,20140404,97.56,97.56,97.56,97.56,0
IPO084,20140407,98.67,98.67,98.67,98.67,0
IPO084,20140408,97.76,97.76,97.76,97.76,0
IPO084,20140409,97.97,97.97,97.97,97.97,0
IPO084,20140410,97.89,97.89,97.89,97.89,0
IPO084,20140411,97.97,97.97,97.97,97.97,0
IPO084,20140414,99.10,99.10,99.10,99.10,0
IPO084,20140415,100.22,100.22,100.22,100.22,0
IPO084,20140416,100.46,100.46,100.46,100.46,0
IPO084,20140417,99.28,99.28,99.28,99.28,0
IPO084,20140422,98.23,98.23,98.23,98.23,0
IPO084,20140423,98.55,98.55,98.55,98.55,0
IPO084,20140424,98.61,98.61,98.61,98.61,0
IPO084,20140425,99.44,99.44,99.44,99.44,0
IPO084,20140428,98.94,98.94,98.94,98.94,0
IPO084,20140429,98.39,98.39,98.39,98.39,0
IPO084,20140430,98.74,98.74,98.74,98.74,0
IPO084,20140502,99.52,99.52,99.52,99.52,0
IPO084,20140505,100.42,100.42,100.42,100.42,0
IPO084,20140506,100.78,100.78,100.78,100.78,0
IPO084,20140507,100.71,100.71,100.71,100.71,0
IPO084,20140508,100.15,100.15,100.15,100.15,0
IPO084,20140509,100.87,100.87,100.87,100.87,0
IPO084,20140512,100.16,100.16,100.16,100.16,0
IPO084,20140513,99.96,99.96,99.96,99.96,0
IPO084,20140514,99.52,99.52,99.52,99.52,0
IPO084,20140515,100.41,100.41,100.41,100.41,0
IPO084,20140516,100.51,100.51,100.51,100.51,0
IPO084,20140519,100.12,100.12,100.12,100.12,0
IPO084,20140520,99.87,99.87,99.87,99.87,0
IPO084,20140521,99.77,99.77,99.77,99.77,0
IPO084,20140522,97.82,97.82,97.82,97.82,0
IPO084,20140523,97.85,97.85,97.85,97.85,0
IPO084,20140526,97.71,97.71,97.71,97.71,0
IPO084,20140527,97.92,97.92,97.92,97.92,0
IPO084,20140528,98.85,98.85,98.85,98.85,0
IPO084,20140529,98.19,98.19,98.19,98.19,0
IPO084,20140530,99.25,99.25,99.25,99.25,0
IPO084,20140602,98.99,98.99,98.99,98.99,0
IPO084,20140603,98.73,98.73,98.73,98.73,0
IPO084,20140604,98.10,98.10,98.10,98.10,0
IPO084,20140605,97.16,97.16,97.16,97.16,0
IPO084,20140606,96.52,96.52,96.52,96.52,0
IPO084,20140609,96.82,96.82,96.82,96.82,0
IPO084,20140610,96.52,96.52,96.52,96.52,0
IPO084,20140611,97.15,97.15,97.15,97.15,0
IPO084,20140612,97.00,97.00,97.00,97.00,0
IPO084,20140613,97.58,97.58,97.58,97.58,0
IPO084,20140616,97.94,97.94,97.94,97.94,0
IPO084,20140617,97.25,97.25,97.25,97.25,0
IPO084,20140618,97.51,97.51,97.51,97.51,0
IPO084,20140620,97.05,97.05,97.05,97.05,0
IPO084,20140623,96.71,96.71,96.71,96.71,0
IPO084,20140624,97.11,97.11,97.11,97.11,0
IPO084,20140625,98.68,98.68,98.68,98.68,0
IPO084,20140626,99.49,99.49,99.49,99.49,0
IPO084,20140627,99.52,99.52,99.52,99.52,0
IPO084,20140630,99.51,99.51,99.51,99.51,0
IPO084,20140701,99.37,99.37,99.37,99.37,0
IPO084,20140702,100.12,100.12,100.12,100.12,0
IPO084,20140703,100.47,100.47,100.47,100.47,0
IPO084,20140704,100.58,100.58,100.58,100.58,0
IPO084,20140707,100.18,100.18,100.18,100.18,0
IPO084,20140708,100.86,100.86,100.86,100.86,0
IPO084,20140709,101.60,101.60,101.60,101.60,0
IPO084,20140710,101.73,101.73,101.73,101.73,0
IPO084,20140711,100.40,100.40,100.40,100.40,0
IPO084,20140714,100.39,100.39,100.39,100.39,0
IPO084,20140715,100.04,100.04,100.04,100.04,0
IPO084,20140716,99.79,99.79,99.79,99.79,0
IPO084,20140717,99.56,99.56,99.56,99.56,0
IPO084,20140718,99.69,99.69,99.69,99.69,0
IPO084,20140721,100.21,100.21,100.21,100.21,0
IPO084,20140722,99.22,99.22,99.22,99.22,0
IPO084,20140723,99.43,99.43,99.43,99.43,0
IPO084,20140724,99.43,99.43,99.43,99.43,0
IPO084,20140725,99.51,99.51,99.51,99.51,0
IPO084,20140728,99.41,99.41,99.41,99.41,0
IPO084,20140729,99.89,99.89,99.89,99.89,0
IPO084,20140730,101.14,101.14,101.14,101.14,0
IPO084,20140731,101.66,101.66,101.66,101.66,0
IPO084,20140801,101.21,101.21,101.21,101.21,0
IPO084,20140804,100.72,100.72,100.72,100.72,0
IPO084,20140805,100.42,100.42,100.42,100.42,0
IPO084,20140806,100.65,100.65,100.65,100.65,0
IPO084,20140807,101.63,101.63,101.63,101.63,0
IPO084,20140808,102.26,102.26,102.26,102.26,0
IPO084,20140811,101.07,101.07,101.07,101.07,0
IPO084,20140812,100.83,100.83,100.83,100.83,0
IPO084,20140813,99.93,99.93,99.93,99.93,0
IPO084,20140814,98.95,98.95,98.95,98.95,0
IPO084,20140818,97.53,97.53,97.53,97.53,0
IPO084,20140820,97.38,97.38,97.38,97.38,0
IPO084,20140821,97.59,97.59,97.59,97.59,0
IPO084,20140822,98.04,98.04,98.04,98.04,0
IPO084,20140825,97.42,97.42,97.42,97.42,0
IPO084,20140826,96.50,96.50,96.50,96.50,0
IPO084,20140827,96.77,96.77,96.77,96.77,0
IPO084,20140828,98.72,98.72,98.72,98.72,0
IPO084,20140829,98.34,98.34,98.34,98.34,0
IPO084,20140901,97.72,97.72,97.72,97.72,0
IPO084,20140902,97.02,97.02,97.02,97.02,0
IPO084,20140903,94.60,94.60,94.60,94.60,0
